url,price
"https://www.amazon.com/Instant-Pot-Duo-Evo-Plus/dp/B07W55DDFB/ref=sr_1_1?qid=1597662463",200
"https://www.amazon.com/Fahrenheit-Rectangular-Envelope-Mummy-Lightweight-Waterproof/dp/B074W4CPVV/ref=sr_1_2_sspa?dchild=1&keywords=sleeping+bag&qid=1610674297&sr=8-2-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySERGVFFTVk5UUlpaJmVuY3J5cHRlZElkPUExMDIyMjIzMzRBSEcwNUFKTUk1TSZlbmNyeXB0ZWRBZElkPUEwMzYzNTYwM0xFMEVUN0ZQNVQyOSZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=",40
